"","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs"
"1","2921NEW001",NA,NA,"Borehole",35,NA,"Bedrock Not Met",1974-01-01,308700,228200,"to 100m","WHITESTOWN",NA,"Dublin",21,"Industrial use","Excellent","II",513,NA,NA,NA,26.7,254,18.3,NA,NA,NA,NA,"Drilled by T. Lynch & Sons, Limerick
Info. from Ove Arup & Ptnrs, Dublin",NA,"dd= 19.2 m"
"2","2921NEW003",NA,NA,"Borehole",NA,NA,"DTB Unknown",NA,306570,228740,"to 100m","BELGARD",NA,"Dublin",17,"Industrial use","Excellent",NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grid Ref from GSI Quarry Directory 1994",NA
"3","2923NEW022","Warm Spring   1012W","Macetown Spring","Spring",NA,NA,NA,NA,305170,241830,"to 100m","MACETOWN MIDDLE",NA,"Dublin",13,"Unknown","Low Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"accuracy given as 100m","temp range -    15  - 16  degrees C"
"4","2923NEW023","Warm Spring  1009W","St Margarets Well   1","Spring",NA,NA,NA,NA,312790,243770,"to 100m","ST MARGARETS",NA,"Dublin",14,"Unknown","Low Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"accuracy given as 100m","Temp range  15 - 19  degrees C"
"5","2923NEW024","Warm Spring  1015W","St Margarets Well 2","Spring",NA,NA,NA,NA,312860,243960,"to 100m","ST MARGARETS",NA,"Dublin",14,"Unknown","Low Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"accuracy given as 100m","Temp range  -  8   -  16 degree C"
"6","2923SEW002",NA,NA,"Borehole",121.9,4.3,"Bedrock Presumed",NA,305650,238350,"to 100m","CLONSILLA",NA,"Dublin",13,"Agri & domestic use","Good",NA,163.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2923SEW005",NA,NA,"Borehole",72.8,1.2,"Bedrock Met",1956-05-09,306850,231350,"to 100m","CLONDALKIN",NA,"Dublin",17,"Industrial use","Good","IV",185,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,"pumping level taken as  51.8m"
"8","2923SEW007","BH No 3",NA,"Borehole",31.7,1.2,"Bedrock Met",NA,311200,231900,"to 100m","DRIMNAGH",NA,"Dublin",18,"Industrial use","Good",NA,261.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2923SEW008","BH No 2",NA,"Borehole",54.9,1.2,"Bedrock Met",NA,311200,231900,"to 100m","DRIMNAGH",NA,"Dublin",18,"Industrial use","Excellent","III",436,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,"pumping level taken as 36.6m"
"10","2923SEW009","BH No. 1",NA,"Borehole",42.7,1.2,"Bedrock Met",NA,311200,231900,"to 100m","DRIMNAGH",NA,"Dublin",18,"Industrial use","Good",NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2923SEW011",NA,NA,"Borehole",58.7,NA,"Bedrock Not Met",NA,308400,236100,"to 100m","CASTLEKNOCK",NA,"Dublin",17,"Industrial use","Good",NA,275,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
"12","2923SEW012",NA,NA,"Borehole",137,9.1,"Bedrock Met",NA,315950,235050,"to 100m","PARNELL STREET",NA,"Dublin",18,"Unknown","Good",NA,163.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2923SEW028","Production Well 3","Duchas","Borehole",106,11.5,"Bedrock Met",1998-05-19,315100,236850,"to 100m","GLASNEVIN",NA,"Dublin",18,"Unknown","Excellent","III",482,NA,NA,NA,17.68,310,12,35,80,102,NA,"Driller Fogarty",NA,"72 hr test dd  = 27.26m"
"14","2923SEW029",NA,NA,"Borehole",6.5,NA,"Bedrock Not Met",1998-02-25,317420,234700,"to 100m","SHERRIFF STREET UPPER",NA,"Dublin",18,"Other",NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,"Data from Shane Bennet","info from Bennet Shane"
"15","2925NEW080","TW 3","Co Co","Borehole",33.5,27.5,"Bedrock Met",1984-12-01,316200,261110,"to 100m","PRIORLAND",NA,"Dublin",4,"Other","Excellent",NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artesian well"
"16","2925NEW081","TW 4","Co Co","Borehole",65,13,"Bedrock Met",1984-12-01,317760,260140,"to 100m","BALRICKARD",NA,"Dublin",4,"Other","Excellent","II",1200,NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,"Artesian Well"
"17","2925NEW082","TW 8","Co Co","Borehole",38,20,"Bedrock Met",1993-12-01,318650,260150,"to 100m","RING",NA,"Dublin",4,"Other","Excellent","II",979,NA,NA,NA,36.6,NA,15,21.5,30.5,NA,NA,NA,NA,NA
