"","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs"
"1","1131NEW005",NA,"Sligo County Council","Borehole",30.5,6.1,"Bedrock Met",NA,129780,324030,"to 500m","CORBALLY SOUTH","Corballa","Sligo",22,"Agri & domestic use","Poor",NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1131NEW006",NA,"Sligo County Council","Borehole",22.9,6.7,"Bedrock Met",NA,132890,325880,"to 500m","STOKANE","Corballa","Sligo",23,"Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA
"3","1133SEW001",NA,NA,"Borehole",36.6,1.8,"Bedrock Met",1977-10-25,131700,336600,"to 500m","CABRAGH",NA,"Sligo",10,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drilled by Boland Bros, Inniscrone","location near the sea","rotary drill, dry"
"4","1431SEW006",NA,NA,"Dug well",3.1,NA,"DTB Unknown",NA,157310,314420,"to 500m","TUBBERADUR","Achonry","Sligo",32,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Well deepened in May 1982"
